Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,177300,195843,2020-06-01 20:55:52 EDT,43983,0.87212963,Link,8,4,2,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2804157863039402,"The Environment Ministry confirms that it will not return the Environmental Bond paid by China Railway Group for a dredging project at the Sigatoka river-mouth, unless the damage caused is fixed. #FBCNews #FijiNews #Fiji #FJunited",https://www.fbcnews.com.fj/news/environmental-bond-will-not-be-returned-unless-damage-is-fixed/,,,"Environmental bond will not be returned, unless damage is fixed","News Environmental bond will not be returned, unless damage is fixed Josaia Nanuqa Multimedia Journalist iTaukei Desk [email protected] | @JosaiaFBCNews June 2, 2020 12:30 pm The Environment Ministry confirms that it will not return the Environmental Bond paid by China Railway Group for a dredging ...",,,,8,-21.62
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,138031,143226,2019-10-08 17:48:51 EDT,43746,0.742256944,Link,8,5,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2295693720552488,"A timely donation was made yesterday by the China Village Investors in the handing over a fiberglass boat with an engine at a cost of $25,000 to the Commissioner Central Division for disaster relief purposes. #FBCNews #FijiNews #FijiNews",https://www.fbcnews.com.fj/news/timely-donation-to-assist-in-disaster-relief/,,,Timely donation to assist in disaster relief,"News Timely donation to assist in disaster relief Maggie Boyle Senior Multimedia Journalist [email protected] | @MaggieFBCNews October 9, 2019 9:35 am A timely donation was made yesterday by the China Village Investors in the handing over a fiberglass boat with an engine at a cost of $25,000 to the...",,,,8,-21.62
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,135665,140680,2019-09-08 21:18:27 EDT,43716,0.8878125,Link,8,4,1,0,0,0,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2240446556077205,Prime Minister is confident that the strong ties between Fiji and China will have global benefits.#FBCNews #FijiNews #Fiji,https://www.fbcnews.com.fj/news/more-climate-action-expected-from-china-pm/,,,More climate action expected from China: PM,"News More climate action expected from China: PM Maggie Boyle Senior Multimedia Journalist [email protected] | @MaggieFBCNews September 9, 2019 12:44 pm Prime Minister Voreqe Bainimarama says China’s assistance will further Fiji’s agenda on climate action. Speaking at pre-celebrations yesterday...",,,,8,-21.62
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,118905,121429,2019-04-08 22:05:30 EDT,43563,0.920486111,Link,8,2,0,5,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/1976708085784388,China’s Ambassador to Fiji Qian Bo says they were disturbed by rumors that #Chinese were involved in the alleged abduction of a 13-year-old boy in #Lautoka last month. #FBCNews #FijiNews #Fiji #China #FijPol #Police,https://www.fbcnews.com.fj/news/chinese-ambassador-to-fiji-disturbed-about-rumors/,,,Chinese Ambassador to Fiji disturbed by rumors,"News Chinese Ambassador to Fiji disturbed by rumors Ana Ravulo Senior Multimedia Journalist [email protected] | @AnaFBCNews April 9, 2019 1:56 pm China’s Ambassador to Fiji Qian Bo says they were disturbed by rumors that Chinese were involved in the alleged abduction of a 13-year-old boy in Lauto...",,,,8,-21.62
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,115677,118027,2019-02-11 14:40:07 EST,43507,0.61119213,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/1895922047196326,A Fiji China free trade agreement in the pipeline. #Fiji #FBCNews #FijiNews,https://www.fbcnews.com.fj/news/fiji-has-potential-to-grow-its-exports-to-china-kumar/,,,Fiji has potential to grow its exports to China: Kumar,"News Fiji has potential to grow its exports to China: Kumar Kreetika Kumar Multimedia Journalist [email protected] | @KreetikaFBCNews February 12, 2019 6:50 am The final report that was presented to the Trade and Tourism Ministry by a consultant is waiting to be tabled in parliament. This was revea...",,,,8,-21.62
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,88997,90079,2019-02-12 20:40:08 EST,43508,0.861203704,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2687150847969464,"Trump says he could let China trade deal deadline slip, ‘not inclined to’",http://dlvr.it/Qymfyk,https://emtv.com.pg/trump-says-he-could-let-china-trade-deal-deadline-slip-not-inclined-to/?utm_source=dlvr.it&utm_medium=facebook,,"Trump says he could let China trade deal deadline slip, 'not inclined to' - EMTV Online","U.S. President Donald Trump said on Tuesday that he could let the March 1 deadline for a trade agreement with China ""slide for a little while,"" but that he would prefer not to and expects to meet with Chinese President Xi Jinping to close the deal at some point.",,,,8,-12
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,88050,89008,2018-12-26 23:36:13 EST,43460,0.983483796,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2584126704938546,U.S. trade delegation to travel to China week of January 7 for talks – Bloomberg #NEWS,http://dlvr.it/QvQtNd,https://emtv.com.pg/u-s-trade-delegation-to-travel-to-china-week-of-january-7-for-talks-bloomberg/?utm_source=dlvr.it&utm_medium=facebook,,U.S. trade delegation to travel to China week of January 7 for talks - Bloomberg - EMTV Online,"FILE PHOTO: Shipping containers are seen at a port in Shanghai, China July 10, 2018. REUTERS/Aly Song/File Photo WASHINGTON (Reuters)",,,,8,-12
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,87578,88469,2018-11-27 01:04:12 EST,43431,0.044583333,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2522935167724367,,http://dlvr.it/QsBmMl,https://emtv.com.pg/in-open-letter-scientists-in-china-say-baby-gene-editing-crazy/?utm_source=dlvr.it&utm_medium=facebook,,"In open letter, scientists in China say baby gene editing 'crazy' - EMTV Online","A model of a fetus is displayed at an office of the Korea Pro-Life in Seoul March 25, 2008. REUTERS/Lee",,,,8,-12
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,80819,81204,2018-06-24 23:00:00 EDT,43275,0.958333333,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2217886208229266,"BEIJING/SHANGHAI (Reuters) - China's southern province of Hainan will offer foreigners unrestricted internet access to Facebook, Twitter and YouTube as part of new incentives to boost tourism. The island province known as China's Hawaii because of its balmy climate and resort-lined coastline, will create a special ""gathering zone"" for foreign tourists where they can access such sites. Hainan's provincial government detailed the plan on its website on Thursday.",http://www.emtv.com.pg/chinas-hainan-says-will-partly-lift-great-firewall-to-lure-foreign-tourists/,,,China’s Hainan says will partly lift ‘Great Firewall’ to lure foreign tourists – EMTV Online,"International  China’s Hainan says will partly lift ‘Great Firewall’ to lure foreign tourists 25/06/2018 Reuters 7 Views People sit on steps against a backdrop of residential buildings under construction, in Haikou, Hainan province, China April 22, 2018. REUTERS/Stringer/Files By Yawen Chen a...",,,,8,-12
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,N/A,79553,2018-04-13 23:00:01 EDT,43203,0.958344907,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2111411065543448,"The United Nations shipping agency reached an agreement on Friday to cut carbon emissions, following years of slow progress. The compromise plan, which will cut emissions by at least 50 percent by 2050 compared with 2008 levels, fell short of more ambitious targets. Kitack Lim, Secretary-General of the International Maritime Organization (IMO), said the adoption of the strategy “would allow future IMO work on climate change to be rooted in a solid basis”. Click on link to read more....",http://www.emtv.com.pg/u-n-shipping-agency-reaches-deal-to-cut-co2-emissions/,,,U.N. shipping agency reaches deal to cut CO2 emissions – EMTV Online,"International News  U.N. shipping agency reaches deal to cut CO2 emissions 14/04/201814/04/2018 Reuters 3 Views Image: FILE PHOTO: Shipping containers are being loaded onto Xin Da Yang Zhou ship from Shanghai, China at Pier J at the Port of Long Beach in Long Beach, California, U.S., April 4, 2018.....",,,,8,-12
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,217337,232572,2019-08-24 01:59:55 EDT,43701,0.083275463,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2718363268221663,Worker at UK consulate in Hong Kong released by China after being held at the border,https://fijivillage.com/news/Worker-at-UK-consulate-in-Hong-Kong-released-by-China-after-being-held-at-the-border-rks529/,,,Worker at UK consulate in Hong Kong released by China after being held at the border,A worker at the UK consulate in Hong Kong has been released by mainland China after being held at ...,,,,8,-38.25
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,181564,191382,2018-09-20 00:17:46 EDT,43363,0.012337963,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2004195166305147,"World tennis number one Rafael Nadal has pulled out of next month’s #ChinaOpen and #ShanghaiMasters tournaments, to allow his knee injury to recover",http://fijivillage.com/sport/World-No-1-Rafa-Nadal-to-miss-Chinese-tour-due-to-knee-injury-529srk/,,,World No 1 Rafa Nadal to miss Chinese tour due to knee injury,World tennis number one Rafael Nadal has pulled out of next month’s China Open and Shanghai ...,,,,8,-38.25
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,252322,305080,2022-12-13 10:00:00 EST,44908,0.416666667,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/5895818263803737,"Sydney: Australia’s foreign minister will be part of a bipartisan group of Australian politicians set to travel to Vanuatu, the Federated States of Micronesia and Palau this week in a bid to bolster regional ties. #FijiSun #Fiji #TeamFiji #WorldNews",https://fijisun.com.fj/2022/12/13/chinas-healthcare-system-put-to-the-test-as-covid-curbs-fade/,,,China’s Healthcare System Put To The Test As Covid Curbs Fade,"Australia has been working to shore up its standing in the Pacific amid growing influence from China, which entered a security pact with the Solomon Islands in April....",,,,8,-39.62
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230896,319508,2022-04-21 19:33:06 EDT,44672,0.814652778,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160237576313678,"#WORLDNEWS Shanghai authorities said on Thursday tough restrictions would remain in place for now even in districts which managed to cut COVID-19 transmission to zero, as the number of cases outside quarantined areas across the city rose again. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/shanghai-to-keep-covid-curbs-as-infections-outside-quarantine-rise-again/,,,Shanghai to keep COVID curbs as infections outside quarantine rise again,"Workers in protective suits prepare to disinfect a residential compound in Huangpu district, following the coronavirus disease (COVID-19) outbreak in Shanghai, China April 20, 2022. China Daily via REUTERS",,,,8,-11.12
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230879,319470,2022-04-19 16:44:14 EDT,44670,0.697384259,Link,8,4,0,0,1,1,1,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160234190448678,"#WORLDNEWS Hong Kong arrivals meet plastic everywhere in quarantine hotels: Remote controls are wrapped in cellophane, pillows are encased in plastic bags, food comes with plastic cutlery. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/hong-kong-zero-covid-policies-create-mountains-of-plastic-waste/,,,Hong Kong zero-COVID policies create mountains of plastic waste,"A general view of West New Territories Landfill during the coronavirus disease (COVID-19) pandemic, in Hong Kong, China, April 11, 2022. REUTERS/Tyrone Siu",,,,8,-10.88
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230803,319322,2022-04-14 17:46:57 EDT,44665,0.7409375,Link,8,6,0,0,0,1,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160225788743678,"#WorldNews - To fight COVID, Hong Kong shut schools and businesses, nearly sealed its borders for two years, banned more than two people from gathering and quarantined whole buildings. Still the draconian restrictions were unable to contain the coronavirus, and with more than 8,600 deaths of mostly elderly, unvaccinated people, many just in the past two months, Hong Kong’s citizens are reckoning with the costs of some of the world’s most stringent social distancing rules on their mental health and livelihoods. #COVID19 #MentalHealth",https://www.fijitimes.com/hong-kong-questions-costs-of-covid-rules-on-mental-health-livelihoods/,,,"Hong Kong questions costs of COVID rules on mental health, livelihoods","Bar owner of Wo Bar, Jacky Ip, 33, poses at a bar, amidst the coronavirus disease (COVID-19) pandemic, in Hong Kong, China, April 7, 2022. Picture taken April 7, 2022. REUTERS/Tyrone Siu",,,,8,-9.75
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230672,318882,2022-03-28 16:47:49 EDT,44648,0.699872685,Link,8,5,0,2,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160197515963678,"#WORLDNEWS New Zealand is gravely concerned about the possible militarization of the Pacific following a decision by the Solomon Islands government to form a security partnership with China, Prime Minister Jacinda Ardern said on Monday. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/new-zealands-ardern-says-solomon-islands-china-deal-gravely-concerning/,,,New Zealand’s Ardern says Solomon Islands-China deal ‘gravely concerning’,"FILE PHOTO: New Zealand Prime Minister Jacinda Ardern participates in a televised debate with National leader Judith Collins at TVNZ in Auckland, New Zealand, September 22, 2020. Fiona Goodall/Pool via REUTERS/File Photo",,,,8,-7.25
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230630,318762,2022-03-25 20:11:25 EDT,44645,0.841261574,Link,8,2,0,1,0,1,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160192181173678,#WorldNews - The Solomon Islands confirmed on Friday it was creating a partnership with China to address security threats and ensure a safe environment for investment as part of a diversification of its security relations. #TimesWorldNews,https://www.fijitimes.com/solomons-confirms-security-talks-with-china-australia-and-nz-concerned/,,,Solomons confirms security talks with China; Australia and NZ concerned,"FILE PHOTO: Australian Minister of Defense Peter Dutton, poses for a group photograph with Australian Foreign Minister Marise Payne, Secretary of State Antony Blinken, and U.S. Defense Secretary Lloyd Austin (not pictured) at the State Department in Washington, U.S., September 16, 2021. Andrew Harni...",,,,8,-7.12
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230019,317460,2022-02-26 16:16:16 EST,44618,0.677962963,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160142962663678,"#WORLDNEWS Hong Kong authorities said they would allow some children testing positive for COVID-19 to remain at home, rather than being separated from their parents and hospitalised, after a public outcry from families across the city. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/hong-kong-to-let-some-covid-positive-children-stay-home-amid-separation-fears/,,,Hong Kong to let some COVID-positive children stay home amid separation fears,"Children rest at a community vaccination centre, after receiving a dose of Sinovac Biotech's CoronaVac COVID-19 vaccine, following the coronavirus disease (COVID-19) outbreak, in Hong Kong, China, February 25, 2022. REUTERS/Tyrone Siu/File Photo",,,,8,-8.88
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,227165,307254,2022-01-04 16:28:00 EST,44565,0.686111111,Link,8,6,0,1,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160046537918678,"#WorldNews - Hong Kong leader Carrie Lam said on Tuesday the government will expand a “vaccine bubble” from Feb. 24 to include venues such as gyms, cinemas and libraries as the city steps up its fight against the spread of coronavirus. #COVID19 #VaccineBubble #COVID19 #TimesWorldNews",https://www.fijitimes.com/hong-kong-to-expand-vaccine-bubble-from-february-24-to-combat-covid-19-spread/,,,Hong Kong to expand ‘vaccine bubble’ from February 24 to combat COVID-19 spread,"People wearing face masks to prevent the spread of the coronavirus disease (COVID-19), walk on a street in Hong Kong, China November 29, 2021. REUTERS/Lam Yik",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,225435,296769,2021-12-12 18:03:21 EST,44542,0.752326389,Link,8,6,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160005592808678,"#WorldNews - The United Nations’ human rights office is finalising its assessment of the situation in China’s Xinjiang region, where Uyghurs are alleged to have been unlawfully detained, mistreated and forced to work, a spokesperson said on Friday. #HumanRights #UnitedNations #Uyghurs #Reuters",https://www.fijitimes.com/u-n-says-to-publish-findings-soon-on-abuses-in-xinjiang/,,,U.N. says to publish findings soon on abuses in Xinjiang,"FILE PHOTO: Workers walk by the perimeter fence of what is officially known as a vocational skills education centre, under construction in Dabancheng in Xinjiang Uighur Autonomous Region, China September 4, 2018. REUTERS/Thomas Peter/File Photo",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,224325,294441,2021-11-19 17:45:56 EST,44519,0.740231481,Link,8,5,0,1,0,0,1,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10159959186283678,#LOCALNEWS China will establish three development centres in a bid to boost partnership with Pacific Island Countries. #TimesNews #FijiNews #ChinaPICs,https://www.fijitimes.com/china-tightens-relations/,,,China tightens relations,Chinese Ambassador Qian Bo hands over 200 basketballs and 20 wheelchairs to Youth and Sport Minister Parveen Kumar at Albert Park in Suva. Picture: SUPPLIED,,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,221632,286765,2021-09-17 17:12:38 EDT,44456,0.717106481,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10159838941778678,"#WORLDNEWS As Beijing seeks to tighten its grip over Hong Kong, it has a new mandate for the city’s powerful property tycoons: pour resources and influence into backing Beijing’s interests, and help solve a potentially destabilising housing shortage. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/with-tighter-grip-beijing-sends-message-to-hong-kong-tycoons-fall-in-line/,,,"With tighter grip, Beijing sends message to Hong Kong tycoons: fall in line","FILE PHOTO: Hong Kong tycoon Li Ka-shing, chairman of CK Hutchison Holdings, meets journalists as he formally retires after the company's Annual General Meeting in Hong Kong, China May 10, 2018. REUTERS/Bobby Yip/File Photo",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,213332,269257,2021-05-21 18:56:57 EDT,44337,0.789548611,Link,8,6,0,1,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10159592012568678,"U.S. President Joe Biden and South Korean President Moon Jae-in on Friday hailed the strength of the alliance between the two countries after the strains of the Trump era during a day of talks expected to be dominated by North Korea, China and COVID-19 vaccines. #TimesNews #FijiNews #WorldNews #Reuters",https://www.fijitimes.com/biden-south-koreas-moon-hail-alliance-at-white-house/,,,"Biden, South Korea’s Moon hail alliance at White House","South Korean President Moon Jae-in walks with U.S. House Speaker Nancy Pelosi to the Rayburn room following their meeting in her office at the U.S. Capitol in Washington, D.C., U.S. May 20, 2021. REUTERS/Ken Cedeno",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,203992,254727,2021-03-03 18:34:47 EST,44258,0.774155093,Link,8,6,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10159403957778678,"President Joe Biden singled out a “growing rivalry with China” as a key challenge facing the United States, with his top diplomat describing the Asian country as “the biggest geopolitical test” of this century. #TimesNews #FijiNews #WorldNews #Reuters",https://www.fijitimes.com/biden-administration-singles-out-china-as-biggest-geopolitical-test-for-u-s/,,,Biden administration singles out China as ‘biggest geopolitical test’ for U.S,"U.S. Secretary of State Antony Blinken speaks on foreign policy at the State Department in Washington, U.S. March 3, 2021. Andrew Caballero-Reynolds/Pool via REUTERS",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,196062,229227,2020-11-09 15:56:30 EST,44144,0.664236111,Link,8,5,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10159107372408678,"Taiwan’s top China policy maker on Monday sought to reassure nervous lawmakers that Democrat Joe Biden will continue U.S. support for the Chinese-claimed island, which has benefited from strong backing by the outgoing administration of Donald Trump. #TimesNews #FijiNews #WorldNews #Reuters",https://www.fijitimes.com/dont-worry-pro-trump-taiwan-seeks-to-reassure-over-biden/,,,‘Don’t worry’ – pro-Trump Taiwan seeks to reassure over Biden,"TAIPEI (Reuters) – Taiwan’s top China policy maker on Monday sought to reassure nervous lawmakers that Democrat Joe Biden will continue U.S. support for the Chinese-claimed island, which has benefited from strong backing by the outgoing administration of Donald Trump.",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,180271,187614,2020-02-02 18:56:08 EST,43863,0.788981481,Link,8,7,0,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10158232705678678,"Fijian students stranded in Wuhan, China, because of the coronavirus outbreak will have to undergo quarantine procedures in China before their evacuation. #TimesNews #FijiNews #2019nCoV Ministry of Health & Medical Services - Fiji",https://www.fijitimes.com/fijian-students-to-undergo-checks-before-evacuation/,,,Fijian students to undergo checks before evacuation,"FIJIAN students stranded in Wuhan, China, because of the coronavirus outbreak will have to undergo quarantine procedures in China before their evacuation. This was the word from Health Minister Dr Ifereimi Waqainabete. He said the 16 students would have to be quarantined in China and isolated again....",,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,180271,187614,2020-02-02 18:48:28 EST,43863,0.783657407,Link,8,5,0,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10158232692513678,All foreign visitors who were recently in China within 14 days of their intended travel to Fiji will not be allowed into the country. #TimesNews #FijiNews #2019nCoV Ministry of Health & Medical Services - Fiji,https://www.fijitimes.com/state-bans-foreign-visitors-from-china/,,,State bans foreign visitors from China,Tourists from a Hong Kong who flew in on a Fiji Airways flight wear protective masks as they arrive at the Nadi International Airport on Thursday. Fiji Airways has cancelled 14 Nadi-Hong Kong flights over the next two months due to decline in demand as a direct result of the coronavirus. Picture: BA...,,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,162946,165956,2019-04-17 03:23:18 EDT,43572,0.141180556,Link,8,6,0,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10157391553648678,"Fiji's Minister for Health and Medical Services Dr Ifereimi Waqainabete today received USD$17,000 (FJD$36,000) worth of medical equipment from the Chinese government and the World Health Organization (WHO). #FijiNews #FijiTimesNews #FijiTimesOnline",https://www.fijitimes.com/china-who-provides-fiji-36k-worth-of-medical-equipment/,,,"China, WHO provides Fiji $36k worth of medical equipment",Minister for Health and Medical Services Dr. Ifereimi Waqainabete with China's Political Counsellor Huang Xuehu and World Health Organization director Pacific Technical Support Dr Corinne Capuano during the handover of NCD monitoring Equipment at the Fiji Pharmaceutical and Biomedical services in Va...,,,,8,-10
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,262826,352316,2023-03-27 21:56:54 EDT,45012,0.914513889,Link,8,5,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/595129655990181,#FijiNews - New Zealand’s foreign minister Nanaia Mahuta said on Tuesday she had encouraged China to support and strengthen Pacific regional institutions and uphold a 22-year old agreement that sees Pacific countries look after their own security needs.,https://www.fijitimes.com/nz-foreign-minister-says-encouraged-china-to-support-pacific-regional-institutions/,,,NZ Foreign Minister says encouraged China to support Pacific regional institutions,"FILE PHOTO-New Zealand Foreign Minister Nanaia Mahuta speaks during a session of the UN Human Rights Council, which voted to hold an urgent debate about Russia's deadly invasion of Ukraine at Kyiv's request, amid widespread international condemnation of Moscow's attack, in Geneva, Switzerland Februa...",,,,8,-7.5
